Name,Height,Weight,Drink,Age,PLZ,Einkommen,Kaeufer
Unbekannt,186,83,Nein,33,28657,37319,Nein
Unbekannt,193,75,Gelegentlich,27,40593,57768,Nein
Unbekannt,185,98,Gelegentlich,68,53158,41359,Nein
Unbekannt,186,94,Oft,33,16945,75098,Nein
Unbekannt,196,87,Gelegentlich,41,26416,40525,Ja
Unbekannt,180,97,Nein,58,76085,76992,Nein
Unbekannt,167,108,Nein,27,60969,25263,Ja
Unbekannt,201,71,Nein,34,26003,109767,Nein
Unbekannt,161,67,Nein,60,12646,74079,Ja
Unbekannt,165,71,Gelegentlich,66,61124,38789,Nein
Unbekannt,193,64,Nein,50,55586,87762,Ja
Unbekannt,190,65,Nein,63,61898,33039,Ja
Unbekannt,161,101,Gelegentlich,67,19300,25634,Ja
Unbekannt,189,69,Gelegentlich,40,59149,55672,Ja
Unbekannt,182,60,Oft,31,51314,40448,Ja
Unbekannt,199,67,Oft,29,60055,61279,Ja
Unbekannt,176,107,Nein,74,56647,102117,Nein
Unbekannt,175,73,Nein,48,24159,65125,Ja
Unbekannt,180,85,Gelegentlich,66,31975,86415,Nein
Unbekannt,200,111,Nein,56,54766,56890,Ja
Unbekannt,168,85,Nein,38,35970,87183,Ja
Unbekannt,164,88,Gelegentlich,49,80124,85812,Nein
Unbekannt,180,68,Nein,50,10972,86025,Ja
Unbekannt,188,77,Nein,59,30252,100156,Nein
Unbekannt,155,84,Nein,64,21398,109819,Nein
Unbekannt,170,82,Gelegentlich,69,32065,106784,Nein
Unbekannt,155,108,Gelegentlich,49,75231,107672,Nein
Unbekannt,167,96,Oft,57,16399,48529,Ja
Unbekannt,174,94,Nein,35,44784,101654,Ja
Unbekannt,159,65,Nein,30,34280,39969,Ja
Unbekannt,154,64,Gelegentlich,74,74678,44357,Ja
Unbekannt,173,75,Oft,55,39584,23038,Nein
Unbekannt,165,57,Nein,61,73648,23895,Nein
Unbekannt,161,87,Nein,62,35673,54324,Ja
Unbekannt,176,77,Nein,36,10085,87009,Ja
Unbekannt,152,109,Nein,73,43179,101066,Nein
Unbekannt,193,98,Nein,36,65829,75563,Ja
Unbekannt,161,62,Oft,40,31354,93930,Nein
Unbekannt,172,74,Nein,37,48085,87077,Ja
Unbekannt,188,90,Oft,56,10442,79898,Ja
Unbekannt,177,83,Nein,37,18813,67669,Ja
Unbekannt,164,66,Nein,51,21783,48255,Ja
Unbekannt,189,68,Gelegentlich,64,33880,99267,Nein
Unbekannt,199,66,Oft,40,57203,62879,Ja
Unbekannt,157,111,Nein,48,55484,109146,Nein
Unbekannt,152,85,Oft,73,72650,31527,Nein
Unbekannt,172,112,Gelegentlich,46,79320,30287,Nein
Unbekannt,154,69,Gelegentlich,72,82847,82813,Nein
Unbekannt,157,112,Nein,35,76178,38205,Nein
Unbekannt,156,102,Nein,30,43480,93513,Nein
Unbekannt,163,65,Oft,56,25663,107974,Nein
Unbekannt,162,100,Nein,61,26891,36675,Ja
Unbekannt,181,77,Oft,71,54927,106435,Nein
Unbekannt,171,84,Gelegentlich,38,53528,81982,Ja
Unbekannt,187,67,Nein,42,56173,94027,Ja
Unbekannt,199,94,Nein,41,47977,59651,Nein
Unbekannt,189,99,Oft,34,66524,65478,Ja
Unbekannt,155,64,Nein,71,69623,57016,Ja
Unbekannt,194,58,Gelegentlich,35,78881,40387,Nein
Unbekannt,169,88,Nein,31,48405,83420,Ja
Unbekannt,191,95,Oft,32,27937,62766,Ja
Unbekannt,190,98,Nein,64,49575,74132,Ja
Unbekannt,168,94,Nein,54,14886,72825,Ja
Unbekannt,198,84,Gelegentlich,47,62997,38027,Ja
Unbekannt,192,81,Gelegentlich,39,37170,77273,Ja
Unbekannt,182,108,Nein,57,64891,24009,Ja
Unbekannt,166,74,Gelegentlich,61,43283,42585,Ja
Unbekannt,182,86,Nein,28,20588,73513,Ja
Unbekannt,200,88,Nein,38,13336,46547,Ja
Unbekannt,168,76,Nein,66,54558,62166,Nein
Unbekannt,163,110,Nein,39,78333,33984,Nein
Unbekannt,151,84,Nein,44,72881,68400,Nein
Unbekannt,196,105,Oft,36,26869,24239,Ja
Unbekannt,182,84,Nein,73,40658,31761,Nein
Unbekannt,190,96,Nein,66,65050,54987,Nein
Unbekannt,188,77,Gelegentlich,36,52203,106125,Nein
Unbekannt,182,106,Nein,69,71692,89941,Ja
Unbekannt,160,98,Oft,39,44454,75443,Ja
Unbekannt,193,105,Nein,65,25691,77219,Ja
Unbekannt,187,70,Nein,51,69861,86828,Nein
Unbekannt,184,108,Nein,38,40689,59120,Ja
Unbekannt,182,57,Oft,63,40039,103216,Nein
Unbekannt,195,100,Gelegentlich,58,32396,37837,Ja
Unbekannt,191,65,Oft,40,58917,63035,Ja
Unbekannt,187,60,Oft,35,63598,93677,Nein
Unbekannt,171,104,Gelegentlich,61,41368,108861,Nein
Unbekannt,201,86,Oft,74,26366,25176,Nein
Unbekannt,182,85,Nein,55,75548,69608,Ja
Unbekannt,169,64,Gelegentlich,27,64937,30285,Ja
Unbekannt,160,60,Oft,60,56082,75230,Ja
Unbekannt,167,68,Nein,54,27725,30351,Ja
Unbekannt,164,75,Nein,55,46768,66138,Ja
Unbekannt,198,88,Gelegentlich,55,44237,89308,Ja
Unbekannt,196,103,Gelegentlich,57,34975,93065,Nein
Unbekannt,200,109,Nein,62,37339,54274,Ja
Unbekannt,199,87,Oft,73,70176,31030,Nein
Unbekannt,195,106,Nein,69,34299,71176,Nein
Unbekannt,159,101,Oft,30,43075,106013,Nein
Unbekannt,158,64,Nein,28,52087,30597,Ja
Unbekannt,183,79,Nein,56,71279,102724,Nein
Unbekannt,191,66,Nein,66,40692,50059,Nein
Unbekannt,155,85,Nein,71,77185,68360,Ja
Unbekannt,163,57,Nein,48,28920,28004,Ja
Unbekannt,152,100,Nein,43,24632,43695,Nein
Unbekannt,163,92,Nein,43,69881,55713,Ja
Unbekannt,164,86,Nein,58,77009,86351,Nein
Unbekannt,197,63,Oft,60,29727,99562,Nein
Unbekannt,169,71,Nein,37,49753,45708,Ja
Unbekannt,153,110,Nein,39,31712,49127,Ja
Unbekannt,184,85,Oft,58,55137,34967,Ja
Unbekannt,192,84,Gelegentlich,47,27900,68207,Ja
Unbekannt,155,72,Gelegentlich,72,68922,23024,Nein
Unbekannt,152,74,Gelegentlich,28,18590,28682,Ja
Unbekannt,169,108,Oft,62,73357,57161,Ja
Unbekannt,172,102,Nein,47,52558,77448,Ja
Unbekannt,172,103,Nein,46,59237,60313,Ja
Unbekannt,174,108,Nein,74,25850,72230,Nein
Unbekannt,174,99,Gelegentlich,70,57699,45449,Nein
Unbekannt,178,96,Nein,27,82361,57716,Nein
Unbekannt,178,57,Nein,48,15242,81011,Ja
Unbekannt,176,77,Nein,56,28854,59632,Ja
Unbekannt,190,109,Oft,66,25055,41222,Ja
Unbekannt,165,85,Oft,34,15700,89456,Ja
Unbekannt,179,77,Nein,56,72357,101862,Nein
Unbekannt,180,89,Gelegentlich,63,26622,81729,Ja
Unbekannt,161,60,Oft,36,72375,106641,Nein
Unbekannt,179,80,Oft,59,37146,40771,Ja
Unbekannt,162,98,Nein,28,75617,94662,Nein
Unbekannt,178,87,Nein,41,70417,37479,Nein
Unbekannt,154,64,Gelegentlich,54,37230,29488,Ja
Unbekannt,194,67,Gelegentlich,50,60218,92430,Nein
Unbekannt,161,109,Nein,47,27289,69610,Ja
Unbekannt,163,99,Gelegentlich,61,64201,73171,Ja
Unbekannt,170,100,Nein,34,75405,86803,Ja
Unbekannt,165,87,Gelegentlich,65,75653,62395,Ja
Unbekannt,189,95,Nein,30,43349,58143,Nein
Unbekannt,167,79,Nein,63,69370,44901,Ja
Unbekannt,156,96,Oft,41,42023,92763,Nein
Unbekannt,191,93,Oft,50,46993,103395,Nein
Unbekannt,164,59,Gelegentlich,59,43857,37726,Ja
Unbekannt,176,100,Nein,73,75151,84481,Nein
Unbekannt,153,72,Nein,56,30923,67357,Ja
Unbekannt,182,62,Gelegentlich,58,17228,71215,Ja
Unbekannt,170,106,Oft,71,29035,75780,Nein
Unbekannt,166,89,Oft,25,56649,33017,Ja
Unbekannt,168,91,Nein,55,71195,100088,Nein
Unbekannt,198,63,Nein,74,25931,37657,Ja
Unbekannt,174,69,Oft,31,63787,57269,Ja
Unbekannt,151,112,Oft,73,43430,44029,Nein
Unbekannt,187,104,Nein,67,65369,98356,Nein
Unbekannt,171,107,Oft,40,78813,91445,Nein
Unbekannt,152,93,Gelegentlich,69,75287,50183,Nein
Unbekannt,183,100,Nein,55,24363,107617,Nein
Unbekannt,173,107,Oft,63,41936,102774,Nein
Unbekannt,181,67,Nein,62,48384,68676,Ja
Unbekannt,182,96,Nein,32,55840,29023,Ja
Unbekannt,174,68,Nein,35,37417,85205,Ja
Unbekannt,153,96,Nein,27,71886,40966,Ja
Unbekannt,187,97,Oft,48,10091,91788,Nein
Unbekannt,188,81,Gelegentlich,65,26523,54794,Ja
Unbekannt,171,104,Nein,47,37806,101044,Nein
Unbekannt,154,99,Gelegentlich,37,72719,90977,Nein
Unbekannt,198,67,Gelegentlich,72,11479,104263,Nein
Unbekannt,195,80,Oft,65,70862,70826,Nein
Unbekannt,192,60,Nein,54,80638,55592,Nein
Unbekannt,173,66,Oft,51,74304,59555,Nein
Unbekannt,195,89,Nein,62,77446,57239,Nein
Unbekannt,194,74,Oft,63,45348,102047,Nein
Unbekannt,183,102,Nein,71,73591,70490,Nein
Unbekannt,176,98,Nein,71,28309,63775,Nein
Unbekannt,155,56,Nein,46,62484,38714,Ja
Unbekannt,169,99,Gelegentlich,36,19767,30039,Ja
Unbekannt,163,65,Nein,42,55554,99261,Nein
Unbekannt,194,89,Gelegentlich,71,32846,68534,Nein
Unbekannt,183,111,Nein,64,17547,100860,Nein
Unbekannt,188,57,Nein,52,73873,58214,Nein
Unbekannt,159,80,Nein,27,18271,61517,Ja
Unbekannt,198,81,Nein,47,82790,105275,Ja
Unbekannt,171,60,Oft,40,79048,77577,Nein
Unbekannt,182,83,Nein,38,44037,56860,Nein
Unbekannt,191,61,Gelegentlich,56,71520,78528,Nein
Unbekannt,185,97,Gelegentlich,58,39039,49292,Ja
Unbekannt,151,75,Gelegentlich,58,12800,69295,Ja
Unbekannt,176,82,Gelegentlich,48,13958,23667,Ja
Unbekannt,200,83,Nein,50,19759,79730,Ja
Unbekannt,151,83,Oft,36,32607,57638,Ja
Unbekannt,153,77,Gelegentlich,26,10250,88110,Ja
Unbekannt,156,112,Oft,37,14083,25777,Ja
Unbekannt,181,92,Nein,63,48615,89466,Ja
Unbekannt,153,59,Nein,45,79728,28988,Nein
Unbekannt,172,66,Oft,74,66499,51048,Nein
Unbekannt,169,77,Gelegentlich,26,23739,102145,Nein
Unbekannt,186,84,Nein,64,48514,91990,Nein
Unbekannt,169,106,Oft,54,15312,49827,Ja
Unbekannt,167,72,Nein,58,11941,27365,Ja
Unbekannt,185,88,Nein,66,19859,40678,Nein
Unbekannt,180,112,Gelegentlich,74,43644,57772,Nein
Unbekannt,163,108,Oft,30,40541,73290,Ja
Unbekannt,170,86,Gelegentlich,72,82859,102268,Nein
Unbekannt,161,97,Gelegentlich,26,75656,95174,Nein
Unbekannt,164,107,Nein,56,52566,105724,Nein
Unbekannt,193,108,Gelegentlich,51,19539,73190,Ja
Unbekannt,172,72,Gelegentlich,44,38915,39779,Ja
Unbekannt,184,97,Gelegentlich,49,19988,85028,Nein
Unbekannt,178,78,Oft,59,18151,102691,Nein
Unbekannt,198,100,Nein,64,34522,83895,Ja
Unbekannt,168,57,Nein,38,13865,64296,Ja
Unbekannt,169,61,Nein,60,78657,100282,Ja
Unbekannt,188,70,Nein,39,13817,65035,Ja
Unbekannt,194,72,Nein,75,49600,78078,Nein
Unbekannt,152,72,Nein,71,67832,47044,Nein
Unbekannt,193,74,Oft,52,38902,78978,Ja
Unbekannt,191,95,Gelegentlich,72,37518,82882,Nein
Unbekannt,178,74,Oft,55,42457,101422,Nein
Unbekannt,173,106,Nein,50,75444,51210,Nein
Unbekannt,181,90,Gelegentlich,57,31908,37293,Nein
Unbekannt,168,68,Gelegentlich,57,46350,93654,Nein
Unbekannt,190,109,Oft,69,49752,41529,Nein
Unbekannt,156,88,Nein,49,58997,37751,Nein
Unbekannt,174,64,Nein,74,31881,91243,Nein
Unbekannt,189,74,Nein,40,26771,86056,Nein
Unbekannt,182,76,Oft,74,59106,51487,Nein
Unbekannt,151,88,Nein,25,19787,76981,Ja
Unbekannt,152,95,Gelegentlich,34,71553,62399,Ja
Unbekannt,174,82,Nein,62,78672,86619,Nein
Unbekannt,162,73,Nein,66,49716,38767,Nein
Unbekannt,170,98,Nein,65,12446,37107,Ja
Unbekannt,173,111,Nein,67,36214,83226,Nein
Unbekannt,154,81,Nein,67,46223,75329,Nein
Unbekannt,169,68,Nein,63,21002,74744,Ja
Unbekannt,170,93,Gelegentlich,44,18822,104893,Nein
Unbekannt,166,65,Gelegentlich,64,80360,51975,Nein
Unbekannt,197,95,Nein,70,10817,61619,Nein
Unbekannt,175,88,Oft,45,16784,76165,Ja
Unbekannt,160,72,Gelegentlich,26,12448,82512,Ja
Unbekannt,166,58,Nein,56,44057,36454,Ja
Unbekannt,192,70,Gelegentlich,29,73857,97396,Nein
Unbekannt,182,93,Gelegentlich,50,55046,37932,Ja
Unbekannt,184,70,Oft,29,76953,59244,Nein
Unbekannt,182,82,Nein,58,27472,61322,Ja
Unbekannt,164,102,Nein,70,22049,91909,Nein
Unbekannt,195,73,Gelegentlich,52,56614,108408,Nein
Unbekannt,151,66,Nein,47,34969,108519,Nein
Unbekannt,169,87,Nein,44,62683,38392,Ja
Unbekannt,181,68,Gelegentlich,40,38319,73927,Ja
Unbekannt,197,67,Nein,37,68044,48332,Nein
Unbekannt,174,73,Nein,41,68140,36637,Nein
Unbekannt,172,93,Gelegentlich,71,51117,67884,Nein
Unbekannt,184,77,Oft,28,48050,91872,Nein
Unbekannt,189,102,Nein,57,12603,46008,Ja
Unbekannt,170,83,Nein,47,16840,71189,Ja
Unbekannt,174,105,Oft,70,44118,55158,Nein
Unbekannt,183,90,Gelegentlich,73,18219,49980,Nein
Unbekannt,188,103,Nein,69,72633,70147,Nein
Unbekannt,183,58,Gelegentlich,47,56302,40818,Nein
Unbekannt,190,80,Gelegentlich,60,82473,29906,Ja
Unbekannt,153,106,Nein,56,73787,74742,Nein
Unbekannt,156,73,Nein,34,24220,34145,Ja
Unbekannt,153,75,Nein,50,18907,88863,Ja
Unbekannt,159,84,Nein,47,21427,32463,Ja
Unbekannt,193,73,Gelegentlich,64,25065,73205,Ja
Unbekannt,179,67,Nein,28,68574,38112,Ja
Unbekannt,160,92,Gelegentlich,65,77617,99856,Ja
Unbekannt,198,92,Gelegentlich,27,29903,37413,Ja
Unbekannt,178,58,Gelegentlich,36,18137,70922,Ja
Unbekannt,193,89,Oft,29,29867,83843,Ja
Unbekannt,167,93,Gelegentlich,49,11844,87133,Ja
Unbekannt,163,60,Nein,58,23733,86121,Ja
Unbekannt,186,105,Gelegentlich,55,62369,77860,Ja
Unbekannt,177,96,Nein,33,36933,74189,Ja
Unbekannt,165,85,Oft,34,53079,39532,Ja
Unbekannt,152,102,Oft,59,47212,43878,Nein
Unbekannt,159,59,Oft,57,82312,33854,Nein
Unbekannt,190,71,Gelegentlich,35,49486,85007,Ja
Unbekannt,177,69,Oft,54,35398,40415,Ja
Unbekannt,172,100,Gelegentlich,31,12450,73050,Nein
Unbekannt,156,67,Nein,48,26162,91238,Nein
Unbekannt,183,104,Nein,55,78992,89419,Nein
Unbekannt,157,112,Nein,50,69324,98474,Nein
Unbekannt,180,87,Nein,34,40269,25960,Ja
Unbekannt,160,77,Gelegentlich,66,10845,53303,Nein
Unbekannt,176,112,Nein,51,57799,31327,Ja
Unbekannt,168,92,Nein,32,33867,69320,Ja
Unbekannt,161,81,Gelegentlich,32,68340,95845,Nein
Unbekannt,156,98,Oft,54,23962,53397,Ja
Unbekannt,159,70,Gelegentlich,56,37121,70440,Ja
Unbekannt,195,101,Oft,26,55366,67241,Ja
Unbekannt,187,82,Gelegentlich,56,24720,38192,Ja
Unbekannt,151,97,Oft,31,21373,49955,Ja
Unbekannt,192,87,Oft,73,13451,39239,Nein
Unbekannt,163,88,Oft,70,65872,87335,Ja
Unbekannt,195,106,Nein,48,78443,64137,Nein
Unbekannt,193,68,Gelegentlich,64,65129,104040,Nein
Unbekannt,169,90,Gelegentlich,54,41439,104445,Nein
Unbekannt,167,68,Nein,39,17433,96976,Nein
Unbekannt,159,99,Nein,50,25405,34388,Ja
Unbekannt,170,97,Nein,30,17312,31401,Ja
Unbekannt,166,94,Gelegentlich,50,70261,39869,Nein
Unbekannt,192,82,Nein,73,80836,96401,Nein
Unbekannt,165,70,Gelegentlich,72,31657,76932,Nein
Unbekannt,194,68,Nein,61,82761,41250,Nein
Unbekannt,161,87,Gelegentlich,48,41762,68081,Nein
Unbekannt,169,99,Oft,37,23470,109416,Nein
Unbekannt,168,88,Nein,60,79895,101408,Nein
Unbekannt,180,84,Gelegentlich,70,44356,69900,Nein
Unbekannt,174,108,Nein,44,66446,55314,Nein
Unbekannt,153,80,Gelegentlich,42,33179,39779,Ja
Unbekannt,170,98,Gelegentlich,45,67388,51910,Ja
Unbekannt,178,79,Oft,72,67824,43953,Nein
Unbekannt,154,100,Nein,34,50570,36634,Ja
Unbekannt,162,79,Oft,49,15260,85401,Ja
Unbekannt,190,76,Oft,25,27715,31874,Ja
Unbekannt,183,106,Gelegentlich,31,71839,56695,Nein
Unbekannt,191,59,Oft,65,21842,69675,Ja
Unbekannt,152,83,Oft,58,52571,73469,Ja
Unbekannt,152,101,Oft,36,51280,98908,Nein
Unbekannt,171,81,Gelegentlich,36,82460,44162,Nein
Unbekannt,161,86,Nein,73,53186,98464,Nein
Unbekannt,180,82,Gelegentlich,49,79782,72626,Ja
Unbekannt,192,63,Gelegentlich,58,62982,94314,Nein
Unbekannt,188,70,Oft,70,43928,94426,Nein
Unbekannt,197,81,Nein,69,29254,30278,Nein
Unbekannt,177,67,Oft,72,33152,51578,Nein
Unbekannt,178,92,Oft,46,82953,75120,Nein
Unbekannt,184,69,Gelegentlich,53,40451,89061,Ja
Unbekannt,195,64,Nein,48,75807,24305,Nein
Unbekannt,160,59,Oft,34,27074,92020,Nein
Unbekannt,186,99,Oft,67,61929,95832,Ja
Unbekannt,160,96,Nein,49,36262,59566,Ja
Unbekannt,161,91,Nein,33,21448,42612,Ja
Unbekannt,190,86,Nein,64,66651,53692,Ja
Unbekannt,177,58,Nein,38,44421,84932,Nein
Unbekannt,151,88,Nein,44,50421,37667,Ja
Unbekannt,199,110,Oft,42,39748,93986,Nein
Unbekannt,195,102,Oft,45,16348,29807,Nein
Unbekannt,195,78,Oft,62,63882,80381,Ja
Unbekannt,176,101,Nein,64,23596,102668,Nein
Unbekannt,178,107,Nein,34,76508,70327,Nein
Unbekannt,153,101,Gelegentlich,25,42116,48768,Ja
Unbekannt,189,74,Oft,32,25616,108702,Nein
Unbekannt,189,93,Nein,55,19048,38981,Ja
Unbekannt,180,62,Nein,39,16447,29094,Ja
Unbekannt,170,102,Oft,30,38333,63881,Ja
Unbekannt,176,88,Nein,52,59433,41652,Nein
Unbekannt,177,71,Nein,48,65658,58958,Ja
Unbekannt,173,61,Nein,48,78942,103456,Nein
Unbekannt,158,69,Nein,69,78015,57622,Nein
Unbekannt,184,64,Oft,69,23856,73445,Nein
Unbekannt,185,67,Nein,64,65878,66688,Ja
Unbekannt,188,65,Nein,57,21803,78328,Nein
Unbekannt,166,72,Nein,64,50393,102683,Nein
Unbekannt,191,94,Nein,47,21343,56175,Ja
Unbekannt,166,62,Oft,39,35688,35200,Ja
Unbekannt,165,84,Nein,46,61868,59054,Ja
Unbekannt,165,60,Nein,27,50250,108479,Nein
Unbekannt,189,86,Nein,46,58964,55499,Ja
Unbekannt,167,87,Oft,71,74167,89897,Nein
Unbekannt,169,103,Nein,26,65893,82691,Ja
Unbekannt,185,82,Oft,57,30751,29337,Ja
Unbekannt,153,93,Oft,33,27526,46425,Ja
Unbekannt,159,111,Gelegentlich,64,54500,50403,Ja
Unbekannt,172,96,Nein,63,13971,69376,Ja
Unbekannt,162,92,Nein,64,69877,37827,Ja
Unbekannt,189,58,Nein,27,42435,44713,Ja
Unbekannt,183,89,Nein,38,77537,92937,Nein
Unbekannt,193,84,Nein,74,69167,33337,Nein
Unbekannt,161,66,Nein,47,56860,104898,Nein
Unbekannt,173,106,Nein,29,78163,67299,Nein
Unbekannt,188,65,Nein,54,51977,66338,Ja
Unbekannt,156,82,Nein,50,22523,49367,Ja
Unbekannt,173,109,Nein,68,77830,31881,Nein
Unbekannt,176,89,Gelegentlich,43,11344,62495,Ja
Unbekannt,186,70,Oft,56,12897,83982,Ja
Unbekannt,198,99,Gelegentlich,68,62268,58606,Nein
Unbekannt,159,107,Oft,50,69389,73756,Ja
Unbekannt,154,79,Oft,52,53179,87967,Ja
Unbekannt,181,108,Gelegentlich,72,38824,71665,Nein
Unbekannt,163,94,Oft,74,38301,101925,Nein
Unbekannt,179,108,Oft,51,49302,56248,Ja
Unbekannt,185,97,Oft,37,11346,95182,Nein
Unbekannt,174,89,Gelegentlich,54,59547,103898,Nein
Unbekannt,184,62,Nein,42,31967,50422,Ja
Unbekannt,191,100,Oft,47,28950,90552,Nein
Unbekannt,194,90,Gelegentlich,35,79814,92175,Nein
Unbekannt,187,76,Oft,47,60586,98923,Ja
Unbekannt,164,91,Nein,46,77297,36047,Nein
Unbekannt,166,83,Oft,69,77553,53673,Nein
Unbekannt,160,91,Oft,58,37828,61069,Ja
Unbekannt,181,92,Nein,38,56383,78246,Ja
Unbekannt,190,106,Gelegentlich,54,19598,67099,Ja
Unbekannt,156,60,Nein,61,34963,88126,Ja
Unbekannt,171,92,Gelegentlich,30,45810,95512,Nein
Unbekannt,183,91,Gelegentlich,26,19847,38368,Ja
Unbekannt,189,80,Gelegentlich,70,62308,103550,Nein
Unbekannt,177,68,Gelegentlich,55,56875,27743,Ja
Unbekannt,153,92,Nein,57,15640,34070,Ja
Unbekannt,173,59,Nein,45,78260,108603,Ja
Unbekannt,190,96,Gelegentlich,73,38790,54458,Nein
Unbekannt,201,95,Oft,36,79348,79006,Nein
Unbekannt,193,59,Nein,71,75851,82820,Nein
Unbekannt,154,91,Oft,39,12201,77915,Ja
Unbekannt,189,100,Gelegentlich,67,70968,39237,Nein
Unbekannt,187,81,Nein,37,47920,75026,Ja
Unbekannt,189,65,Oft,48,34003,34015,Ja
Unbekannt,161,108,Gelegentlich,27,72139,109120,Nein
Unbekannt,167,109,Nein,57,82726,48582,Nein
Unbekannt,181,78,Nein,69,33894,102391,Nein
Unbekannt,200,105,Gelegentlich,61,36124,69762,Ja
Unbekannt,174,97,Gelegentlich,33,10066,107836,Nein
Unbekannt,176,110,Nein,56,59662,58659,Ja
Unbekannt,200,103,Oft,59,57098,59789,Ja
Unbekannt,189,78,Gelegentlich,64,20823,97019,Nein
Unbekannt,200,84,Nein,34,52825,83608,Ja
Unbekannt,161,92,Nein,62,70052,58962,Ja
Unbekannt,153,99,Oft,30,55549,108318,Nein
Unbekannt,159,107,Oft,57,42955,63443,Ja
Unbekannt,187,95,Gelegentlich,38,30068,94939,Nein
Unbekannt,190,91,Nein,53,33222,66260,Ja
Unbekannt,183,110,Nein,68,25499,88288,Nein
Unbekannt,168,60,Gelegentlich,27,10476,72299,Ja
Unbekannt,184,67,Nein,57,45246,95707,Nein
Unbekannt,153,98,Nein,71,28525,40436,Nein
Unbekannt,194,86,Nein,51,59291,29048,Ja
Unbekannt,156,107,Nein,46,18052,31418,Nein
Unbekannt,198,83,Oft,27,48272,92395,Nein
Unbekannt,170,111,Oft,67,61734,25287,Nein
Unbekannt,158,69,Nein,31,16570,87074,Ja
Unbekannt,167,96,Oft,32,17704,35823,Ja
Unbekannt,196,90,Nein,56,62580,82530,Ja
Unbekannt,190,85,Gelegentlich,59,57054,64649,Ja
Unbekannt,161,94,Gelegentlich,41,44016,39381,Ja
Unbekannt,160,108,Nein,34,76102,23348,Nein
Unbekannt,196,65,Nein,47,74855,37466,Nein
Unbekannt,190,69,Gelegentlich,61,59831,47105,Ja
Unbekannt,191,100,Oft,62,55748,24674,Ja
Unbekannt,162,71,Nein,68,57423,54662,Ja
Unbekannt,161,96,Gelegentlich,39,77650,54091,Nein
Unbekannt,183,89,Nein,75,11054,48628,Nein
Unbekannt,157,106,Nein,69,23655,62435,Nein
Unbekannt,176,90,Oft,52,72991,27780,Nein
Unbekannt,185,103,Nein,28,12171,64297,Ja
Unbekannt,159,99,Nein,46,20721,107413,Nein
Unbekannt,170,72,Nein,42,66474,86668,Ja
Unbekannt,191,99,Oft,59,34571,96249,Ja
Unbekannt,196,67,Oft,56,59966,89423,Ja
Unbekannt,159,105,Oft,33,62876,106881,Ja
Unbekannt,188,90,Nein,73,66899,45957,Nein
Unbekannt,179,80,Nein,55,26490,34246,Ja
Unbekannt,160,75,Nein,46,54382,45723,Ja
Unbekannt,186,59,Nein,55,80872,71059,Nein
Unbekannt,166,74,Gelegentlich,34,27682,87097,Ja
Unbekannt,183,73,Nein,67,80699,73384,Nein
Unbekannt,163,99,Oft,59,45282,32394,Ja
Unbekannt,175,110,Nein,51,32081,79625,Ja
Unbekannt,189,62,Nein,74,74597,45766,Nein
Unbekannt,182,109,Oft,61,53723,34063,Ja
Unbekannt,163,105,Oft,56,16155,50748,Ja
Unbekannt,184,87,Oft,60,39939,96904,Nein
Unbekannt,168,64,Nein,73,24283,44903,Ja
Unbekannt,157,96,Gelegentlich,44,37333,35436,Nein
Unbekannt,184,61,Nein,43,22347,70336,Ja
Unbekannt,198,85,Nein,61,30633,109805,Nein
Unbekannt,193,57,Oft,32,42184,108219,Nein
Unbekannt,158,63,Nein,28,43628,82730,Ja
Unbekannt,185,62,Oft,48,41897,89476,Ja
Unbekannt,184,64,Nein,50,69636,55390,Ja
Unbekannt,177,74,Nein,73,15130,100581,Nein
Unbekannt,173,101,Gelegentlich,63,32534,47949,Ja
Unbekannt,170,111,Nein,57,54220,38078,Ja
Unbekannt,193,77,Nein,30,13488,96599,Nein
Unbekannt,164,107,Oft,68,48351,50267,Nein
Unbekannt,166,92,Oft,71,82197,40120,Nein
Unbekannt,179,61,Nein,66,59567,40682,Nein
Unbekannt,182,85,Nein,44,59363,98957,Ja
Unbekannt,173,63,Nein,66,16583,71955,Nein
Unbekannt,194,59,Gelegentlich,60,65732,66351,Ja
Unbekannt,199,68,Nein,56,13789,89937,Ja
Unbekannt,192,68,Gelegentlich,72,70708,105527,Nein
Unbekannt,187,88,Nein,44,36803,102146,Nein
Unbekannt,157,80,Oft,66,46580,72432,Nein
Unbekannt,155,68,Nein,43,30096,106785,Nein
Unbekannt,193,83,Oft,65,26299,84935,Ja
Unbekannt,169,72,Nein,50,22862,45735,Ja
Unbekannt,196,83,Nein,27,57967,94612,Nein
Unbekannt,180,94,Gelegentlich,46,34047,61011,Ja
Unbekannt,154,67,Gelegentlich,52,36853,52202,Ja
Unbekannt,162,65,Nein,25,35549,74096,Ja
Unbekannt,158,105,Oft,73,52427,55347,Nein
Unbekannt,172,92,Nein,47,79282,68266,Ja
Unbekannt,195,88,Nein,65,61571,43886,Ja
Unbekannt,156,88,Oft,47,34184,88243,Ja
Unbekannt,197,77,Oft,52,64183,101866,Nein
Unbekannt,198,99,Oft,26,14314,51748,Ja
Unbekannt,164,59,Gelegentlich,30,44196,93431,Nein
Unbekannt,153,77,Oft,52,50241,29095,Ja
Unbekannt,174,88,Nein,74,59265,78715,Nein
Unbekannt,180,95,Gelegentlich,64,45855,52387,Ja
Unbekannt,187,88,Nein,51,59766,92893,Nein
